NAME,CODE,MS_FB,MS_FB_PARE,WIKIDATA
William Morris Ward,E05000608,country:gb/country:eng/lbo:e09000031/lbw:e05000608,country:gb/country:eng/lbo:e09000031,Q56296138
Wood Street Ward,E05000609,country:gb/country:eng/lbo:e09000031/lbw:e05000609,country:gb/country:eng/lbo:e09000031,Q56296139
Balham Ward,E05000610,country:gb/country:eng/lbo:e09000032/lbw:e05000610,country:gb/country:eng/lbo:e09000032,Q56296140
Bedford Ward,E05000611,country:gb/country:eng/lbo:e09000032/lbw:e05000611,country:gb/country:eng/lbo:e09000032,Q56296141
Earlsfield Ward,E05000612,country:gb/country:eng/lbo:e09000032/lbw:e05000612,country:gb/country:eng/lbo:e09000032,Q56296142
East Putney Ward,E05000613,country:gb/country:eng/lbo:e09000032/lbw:e05000613,country:gb/country:eng/lbo:e09000032,Q56296143
Fairfield Ward,E05000614,country:gb/country:eng/lbo:e09000032/lbw:e05000614,country:gb/country:eng/lbo:e09000032,Q56296144
Furzedown Ward,E05000615,country:gb/country:eng/lbo:e09000032/lbw:e05000615,country:gb/country:eng/lbo:e09000032,Q56296145
Graveney Ward,E05000616,country:gb/country:eng/lbo:e09000032/lbw:e05000616,country:gb/country:eng/lbo:e09000032,Q56296146
Latchmere Ward,E05000617,country:gb/country:eng/lbo:e09000032/lbw:e05000617,country:gb/country:eng/lbo:e09000032,Q56296147
Nightingale Ward,E05000618,country:gb/country:eng/lbo:e09000032/lbw:e05000618,country:gb/country:eng/lbo:e09000032,Q56296148
Northcote Ward,E05000619,country:gb/country:eng/lbo:e09000032/lbw:e05000619,country:gb/country:eng/lbo:e09000032,Q56296149
Queenstown Ward,E05000620,country:gb/country:eng/lbo:e09000032/lbw:e05000620,country:gb/country:eng/lbo:e09000032,Q56296151
Roehampton and Putney Heath Ward,E05000621,country:gb/country:eng/lbo:e09000032/lbw:e05000621,country:gb/country:eng/lbo:e09000032,Q56296152
St. Mary's Park Ward,E05000622,country:gb/country:eng/lbo:e09000032/lbw:e05000622,country:gb/country:eng/lbo:e09000032,Q56296155
Shaftesbury Ward,E05000623,country:gb/country:eng/lbo:e09000032/lbw:e05000623,country:gb/country:eng/lbo:e09000032,Q56296153
Southfields Ward,E05000624,country:gb/country:eng/lbo:e09000032/lbw:e05000624,country:gb/country:eng/lbo:e09000032,Q56296154
Thamesfield Ward,E05000625,country:gb/country:eng/lbo:e09000032/lbw:e05000625,country:gb/country:eng/lbo:e09000032,Q56296156
Tooting Ward,E05000626,country:gb/country:eng/lbo:e09000032/lbw:e05000626,country:gb/country:eng/lbo:e09000032,Q56296157
Wandsworth Common Ward,E05000627,country:gb/country:eng/lbo:e09000032/lbw:e05000627,country:gb/country:eng/lbo:e09000032,Q56296158
West Hill Ward,E05000628,country:gb/country:eng/lbo:e09000032/lbw:e05000628,country:gb/country:eng/lbo:e09000032,Q56296159
West Putney Ward,E05000629,country:gb/country:eng/lbo:e09000032/lbw:e05000629,country:gb/country:eng/lbo:e09000032,Q56296160
Abbey Road Ward,E05000630,country:gb/country:eng/lbo:e09000033/lbw:e05000630,country:gb/country:eng/lbo:e09000033,Q56295162
Bayswater Ward,E05000631,country:gb/country:eng/lbo:e09000033/lbw:e05000631,country:gb/country:eng/lbo:e09000033,Q56295164
Bryanston and Dorset Square Ward,E05000632,country:gb/country:eng/lbo:e09000033/lbw:e05000632,country:gb/country:eng/lbo:e09000033,Q56295167
Churchill Ward,E05000633,country:gb/country:eng/lbo:e09000033/lbw:e05000633,country:gb/country:eng/lbo:e09000033,Q56295180
Church Street Ward,E05000634,country:gb/country:eng/lbo:e09000033/lbw:e05000634,country:gb/country:eng/lbo:e09000033,Q5116695
Harrow Road Ward,E05000635,country:gb/country:eng/lbo:e09000033/lbw:e05000635,country:gb/country:eng/lbo:e09000033,Q56295181
Hyde Park Ward,E05000636,country:gb/country:eng/lbo:e09000033/lbw:e05000636,country:gb/country:eng/lbo:e09000033,Q56295185
Knightsbridge and Belgravia Ward,E05000637,country:gb/country:eng/lbo:e09000033/lbw:e05000637,country:gb/country:eng/lbo:e09000033,Q56295187
Lancaster Gate Ward,E05000638,country:gb/country:eng/lbo:e09000033/lbw:e05000638,country:gb/country:eng/lbo:e09000033,Q56295191
Little Venice Ward,E05000639,country:gb/country:eng/lbo:e09000033/lbw:e05000639,country:gb/country:eng/lbo:e09000033,Q56295193
Maida Vale Ward,E05000640,country:gb/country:eng/lbo:e09000033/lbw:e05000640,country:gb/country:eng/lbo:e09000033,Q56295195
Marylebone High Street Ward,E05000641,country:gb/country:eng/lbo:e09000033/lbw:e05000641,country:gb/country:eng/lbo:e09000033,Q56295198
Queen's Park Ward,E05000642,country:gb/country:eng/lbo:e09000033/lbw:e05000642,country:gb/country:eng/lbo:e09000033,Q56295199
Regent's Park Ward,E05000643,country:gb/country:eng/lbo:e09000033/lbw:e05000643,country:gb/country:eng/lbo:e09000033,Q56295211
St. James's Ward,E05000644,country:gb/country:eng/lbo:e09000033/lbw:e05000644,country:gb/country:eng/lbo:e09000033,Q56295215
Tachbrook Ward,E05000645,country:gb/country:eng/lbo:e09000033/lbw:e05000645,country:gb/country:eng/lbo:e09000033,Q56295217
Vincent Square Ward,E05000646,country:gb/country:eng/lbo:e09000033/lbw:e05000646,country:gb/country:eng/lbo:e09000033,Q56295221
Warwick Ward,E05000647,country:gb/country:eng/lbo:e09000033/lbw:e05000647,country:gb/country:eng/lbo:e09000033,Q26001166
Westbourne Ward,E05000648,country:gb/country:eng/lbo:e09000033/lbw:e05000648,country:gb/country:eng/lbo:e09000033,Q56295227
West End Ward,E05000649,country:gb/country:eng/lbo:e09000033/lbw:e05000649,country:gb/country:eng/lbo:e09000033,Q56295223
Ancoats & Beswick Ward,E05011350,country:gb/country:eng/mtd:e08000003/mtw:e05011350,country:gb/country:eng/mtd:e08000003,Q48817098
Ardwick Ward,E05011351,country:gb/country:eng/mtd:e08000003/mtw:e05011351,country:gb/country:eng/mtd:e08000003,Q56661243
Baguley Ward,E05011352,country:gb/country:eng/mtd:e08000003/mtw:e05011352,country:gb/country:eng/mtd:e08000003,Q56661244
Brooklands Ward,E05011353,country:gb/country:eng/mtd:e08000003/mtw:e05011353,country:gb/country:eng/mtd:e08000003,Q15205098
Burnage Ward,E05011354,country:gb/country:eng/mtd:e08000003/mtw:e05011354,country:gb/country:eng/mtd:e08000003,Q30605887
Charlestown Ward,E05011355,country:gb/country:eng/mtd:e08000003/mtw:e05011355,country:gb/country:eng/mtd:e08000003,Q5084210
Cheetham Ward,E05011356,country:gb/country:eng/mtd:e08000003/mtw:e05011356,country:gb/country:eng/mtd:e08000003,Q56661245
Chorlton Ward,E05011357,country:gb/country:eng/mtd:e08000003/mtw:e05011357,country:gb/country:eng/mtd:e08000003,Q30605968
Chorlton Park Ward,E05011358,country:gb/country:eng/mtd:e08000003/mtw:e05011358,country:gb/country:eng/mtd:e08000003,Q30597345
Clayton & Openshaw Ward,E05011359,country:gb/country:eng/mtd:e08000003/mtw:e05011359,country:gb/country:eng/mtd:e08000003,Q48817103
Crumpsall Ward,E05011360,country:gb/country:eng/mtd:e08000003/mtw:e05011360,country:gb/country:eng/mtd:e08000003,Q56661246
Deansgate Ward,E05011361,country:gb/country:eng/mtd:e08000003/mtw:e05011361,country:gb/country:eng/mtd:e08000003,Q48817451
Didsbury East Ward,E05011362,country:gb/country:eng/mtd:e08000003/mtw:e05011362,country:gb/country:eng/mtd:e08000003,Q30606233
Didsbury West Ward,E05011363,country:gb/country:eng/mtd:e08000003/mtw:e05011363,country:gb/country:eng/mtd:e08000003,Q30606239
Fallowfield Ward,E05011364,country:gb/country:eng/mtd:e08000003/mtw:e05011364,country:gb/country:eng/mtd:e08000003,Q56661247
Gorton & Abbey Hey Ward,E05011365,country:gb/country:eng/mtd:e08000003/mtw:e05011365,country:gb/country:eng/mtd:e08000003,Q48816935
Harpurhey Ward,E05011366,country:gb/country:eng/mtd:e08000003/mtw:e05011366,country:gb/country:eng/mtd:e08000003,Q56661248
Higher Blackley Ward,E05011367,country:gb/country:eng/mtd:e08000003/mtw:e05011367,country:gb/country:eng/mtd:e08000003,Q56661249
Hulme Ward,E05011368,country:gb/country:eng/mtd:e08000003/mtw:e05011368,country:gb/country:eng/mtd:e08000003,Q56661250
Levenshulme Ward,E05011369,country:gb/country:eng/mtd:e08000003/mtw:e05011369,country:gb/country:eng/mtd:e08000003,Q56661251
Longsight Ward,E05011370,country:gb/country:eng/mtd:e08000003/mtw:e05011370,country:gb/country:eng/mtd:e08000003,Q56661254
Miles Platting & Newton Heath Ward,E05011371,country:gb/country:eng/mtd:e08000003/mtw:e05011371,country:gb/country:eng/mtd:e08000003,Q6851507
Moss Side Ward,E05011372,country:gb/country:eng/mtd:e08000003/mtw:e05011372,country:gb/country:eng/mtd:e08000003,Q56661255
Moston Ward,E05011373,country:gb/country:eng/mtd:e08000003/mtw:e05011373,country:gb/country:eng/mtd:e08000003,Q56661256
Northenden Ward,E05011374,country:gb/country:eng/mtd:e08000003/mtw:e05011374,country:gb/country:eng/mtd:e08000003,Q56661257
Old Moat Ward,E05011375,country:gb/country:eng/mtd:e08000003/mtw:e05011375,country:gb/country:eng/mtd:e08000003,Q30606249
Piccadilly Ward,E05011376,country:gb/country:eng/mtd:e08000003/mtw:e05011376,country:gb/country:eng/mtd:e08000003,Q48817452
Rusholme Ward,E05011377,country:gb/country:eng/mtd:e08000003/mtw:e05011377,country:gb/country:eng/mtd:e08000003,Q56661258
Sharston Ward,E05011378,country:gb/country:eng/mtd:e08000003/mtw:e05011378,country:gb/country:eng/mtd:e08000003,Q56661259
Whalley Range Ward,E05011379,country:gb/country:eng/mtd:e08000003/mtw:e05011379,country:gb/country:eng/mtd:e08000003,Q56661260
Withington Ward,E05011380,country:gb/country:eng/mtd:e08000003/mtw:e05011380,country:gb/country:eng/mtd:e08000003,Q30606255
Woodhouse Park Ward,E05011381,country:gb/country:eng/mtd:e08000003/mtw:e05011381,country:gb/country:eng/mtd:e08000003,Q56661261
Barton Ward,E05000759,country:gb/country:eng/mtd:e08000006/mtw:e05000759,country:gb/country:eng/mtd:e08000006,Q56651653
Boothstown and Ellenbrook Ward,E05000760,country:gb/country:eng/mtd:e08000006/mtw:e05000760,country:gb/country:eng/mtd:e08000006,Q30602843
Broughton Ward,E05000761,country:gb/country:eng/mtd:e08000006/mtw:e05000761,country:gb/country:eng/mtd:e08000006,Q56651654
Cadishead Ward,E05000762,country:gb/country:eng/mtd:e08000006/mtw:e05000762,country:gb/country:eng/mtd:e08000006,Q56651655
Claremont Ward,E05000763,country:gb/country:eng/mtd:e08000006/mtw:e05000763,country:gb/country:eng/mtd:e08000006,Q30603343
Eccles Ward,E05000764,country:gb/country:eng/mtd:e08000006/mtw:e05000764,country:gb/country:eng/mtd:e08000006,Q30603363
Irlam Ward,E05000765,country:gb/country:eng/mtd:e08000006/mtw:e05000765,country:gb/country:eng/mtd:e08000006,Q30603007
Irwell Riverside Ward,E05000766,country:gb/country:eng/mtd:e08000006/mtw:e05000766,country:gb/country:eng/mtd:e08000006,Q30603009
Kersal Ward,E05000767,country:gb/country:eng/mtd:e08000006/mtw:e05000767,country:gb/country:eng/mtd:e08000006,Q56651656
Langworthy Ward,E05000768,country:gb/country:eng/mtd:e08000006/mtw:e05000768,country:gb/country:eng/mtd:e08000006,Q30603355
Little Hulton Ward,E05000769,country:gb/country:eng/mtd:e08000006/mtw:e05000769,country:gb/country:eng/mtd:e08000006,Q30603186
Ordsall Ward,E05000770,country:gb/country:eng/mtd:e08000006/mtw:e05000770,country:gb/country:eng/mtd:e08000006,Q30603496
Pendlebury Ward,E05000771,country:gb/country:eng/mtd:e08000006/mtw:e05000771,country:gb/country:eng/mtd:e08000006,Q30603499
Swinton North Ward,E05000772,country:gb/country:eng/mtd:e08000006/mtw:e05000772,country:gb/country:eng/mtd:e08000006,Q30603403
Swinton South Ward,E05000773,country:gb/country:eng/mtd:e08000006/mtw:e05000773,country:gb/country:eng/mtd:e08000006,Q30603399
Walkden North Ward,E05000774,country:gb/country:eng/mtd:e08000006/mtw:e05000774,country:gb/country:eng/mtd:e08000006,Q30621848
Walkden South Ward,E05000775,country:gb/country:eng/mtd:e08000006/mtw:e05000775,country:gb/country:eng/mtd:e08000006,Q30621849
Weaste and Seedley Ward,E05000776,country:gb/country:eng/mtd:e08000006/mtw:e05000776,country:gb/country:eng/mtd:e08000006,Q30603406
Winton Ward,E05000777,country:gb/country:eng/mtd:e08000006/mtw:e05000777,country:gb/country:eng/mtd:e08000006,Q56651657
Worsley Ward,E05000778,country:gb/country:eng/mtd:e08000006/mtw:e05000778,country:gb/country:eng/mtd:e08000006,Q30603215
Allerton and Hunts Cross Ward,E05000886,country:gb/country:eng/mtd:e08000012/mtw:e05000886,country:gb/country:eng/mtd:e08000012,Q4732153
Anfield Ward,E05000887,country:gb/country:eng/mtd:e08000012/mtw:e05000887,country:gb/country:eng/mtd:e08000012,Q4761787
Belle Vale Ward,E05000888,country:gb/country:eng/mtd:e08000012/mtw:e05000888,country:gb/country:eng/mtd:e08000012,Q4883700
Central Ward,E05000889,country:gb/country:eng/mtd:e08000012/mtw:e05000889,country:gb/country:eng/mtd:e08000012,Q5060237
Childwall Ward,E05000890,country:gb/country:eng/mtd:e08000012/mtw:e05000890,country:gb/country:eng/mtd:e08000012,Q5098626
Church Ward,E05000891,country:gb/country:eng/mtd:e08000012/mtw:e05000891,country:gb/country:eng/mtd:e08000012,Q5116537
Clubmoor Ward,E05000892,country:gb/country:eng/mtd:e08000012/mtw:e05000892,country:gb/country:eng/mtd:e08000012,Q5136543
County Ward,E05000893,country:gb/country:eng/mtd:e08000012/mtw:e05000893,country:gb/country:eng/mtd:e08000012,Q5177600
Cressington Ward,E05000894,country:gb/country:eng/mtd:e08000012/mtw:e05000894,country:gb/country:eng/mtd:e08000012,Q5184508
Croxteth Ward,E05000895,country:gb/country:eng/mtd:e08000012/mtw:e05000895,country:gb/country:eng/mtd:e08000012,Q5189626
Everton Ward,E05000896,country:gb/country:eng/mtd:e08000012/mtw:e05000896,country:gb/country:eng/mtd:e08000012,Q5417390
Fazakerley Ward,E05000897,country:gb/country:eng/mtd:e08000012/mtw:e05000897,country:gb/country:eng/mtd:e08000012,Q5439144
Greenbank Ward,E05000898,country:gb/country:eng/mtd:e08000012/mtw:e05000898,country:gb/country:eng/mtd:e08000012,Q5603674
Kensington and Fairfield Ward,E05000899,country:gb/country:eng/mtd:e08000012/mtw:e05000899,country:gb/country:eng/mtd:e08000012,Q6391512
Kirkdale Ward,E05000900,country:gb/country:eng/mtd:e08000012/mtw:e05000900,country:gb/country:eng/mtd:e08000012,Q6415639
Knotty Ash Ward,E05000901,country:gb/country:eng/mtd:e08000012/mtw:e05000901,country:gb/country:eng/mtd:e08000012,Q6423130
Mossley Hill Ward,E05000902,country:gb/country:eng/mtd:e08000012/mtw:e05000902,country:gb/country:eng/mtd:e08000012,Q6916676
Norris Green Ward,E05000903,country:gb/country:eng/mtd:e08000012/mtw:e05000903,country:gb/country:eng/mtd:e08000012,Q7053310
Old Swan Ward,E05000904,country:gb/country:eng/mtd:e08000012/mtw:e05000904,country:gb/country:eng/mtd:e08000012,Q7085165
Picton Ward,E05000905,country:gb/country:eng/mtd:e08000012/mtw:e05000905,country:gb/country:eng/mtd:e08000012,Q7191104
Princes Park Ward,E05000906,country:gb/country:eng/mtd:e08000012/mtw:e05000906,country:gb/country:eng/mtd:e08000012,Q15268633
Riverside Ward,E05000907,country:gb/country:eng/mtd:e08000012/mtw:e05000907,country:gb/country:eng/mtd:e08000012,Q7338408
St. Michael's Ward,E05000908,country:gb/country:eng/mtd:e08000012/mtw:e05000908,country:gb/country:eng/mtd:e08000012,Q7594727
Speke-Garston Ward,E05000909,country:gb/country:eng/mtd:e08000012/mtw:e05000909,country:gb/country:eng/mtd:e08000012,Q7575801
Tuebrook and Stoneycroft Ward,E05000910,country:gb/country:eng/mtd:e08000012/mtw:e05000910,country:gb/country:eng/mtd:e08000012,Q7851373
Warbreck Ward,E05000911,country:gb/country:eng/mtd:e08000012/mtw:e05000911,country:gb/country:eng/mtd:e08000012,Q7968851
Wavertree Ward,E05000912,country:gb/country:eng/mtd:e08000012/mtw:e05000912,country:gb/country:eng/mtd:e08000012,Q16897625
West Derby Ward,E05000913,country:gb/country:eng/mtd:e08000012/mtw:e05000913,country:gb/country:eng/mtd:e08000012,Q7984952
Woolton Ward,E05000914,country:gb/country:eng/mtd:e08000012/mtw:e05000914,country:gb/country:eng/mtd:e08000012,Q8033958
Yew Tree Ward,E05000915,country:gb/country:eng/mtd:e08000012/mtw:e05000915,country:gb/country:eng/mtd:e08000012,Q8053327
Adwick le Street & Carcroft Ward,E05010728,country:gb/country:eng/mtd:e08000017/mtw:e05010728,country:gb/country:eng/mtd:e08000017,Q56653606
Armthorpe Ward,E05010729,country:gb/country:eng/mtd:e08000017/mtw:e05010729,country:gb/country:eng/mtd:e08000017,Q56653607
Balby South Ward,E05010730,country:gb/country:eng/mtd:e08000017/mtw:e05010730,country:gb/country:eng/mtd:e08000017,Q26821869
Bentley Ward,E05010731,country:gb/country:eng/mtd:e08000017/mtw:e05010731,country:gb/country:eng/mtd:e08000017,Q56653632
Bessacarr Ward,E05010732,country:gb/country:eng/mtd:e08000017/mtw:e05010732,country:gb/country:eng/mtd:e08000017,Q56653629
Conisbrough Ward,E05010733,country:gb/country:eng/mtd:e08000017/mtw:e05010733,country:gb/country:eng/mtd:e08000017,Q56653608
Edenthorpe & Kirk Sandall Ward,E05010734,country:gb/country:eng/mtd:e08000017/mtw:e05010734,country:gb/country:eng/mtd:e08000017,Q56653609
Edlington & Warmsworth Ward,E05010735,country:gb/country:eng/mtd:e08000017/mtw:e05010735,country:gb/country:eng/mtd:e08000017,Q56653610
Finningley Ward,E05010736,country:gb/country:eng/mtd:e08000017/mtw:e05010736,country:gb/country:eng/mtd:e08000017,Q56653611
Hatfield Ward,E05010737,country:gb/country:eng/mtd:e08000017/mtw:e05010737,country:gb/country:eng/mtd:e08000017,Q56653612
Hexthorpe & Balby North Ward,E05010738,country:gb/country:eng/mtd:e08000017/mtw:e05010738,country:gb/country:eng/mtd:e08000017,Q56653613
Mexborough Ward,E05010739,country:gb/country:eng/mtd:e08000017/mtw:e05010739,country:gb/country:eng/mtd:e08000017,Q56653614
Norton & Askern Ward,E05010740,country:gb/country:eng/mtd:e08000017/mtw:e05010740,country:gb/country:eng/mtd:e08000017,Q56653615
Roman Ridge Ward,E05010741,country:gb/country:eng/mtd:e08000017/mtw:e05010741,country:gb/country:eng/mtd:e08000017,Q56653616
Rossington & Bawtry Ward,E05010742,country:gb/country:eng/mtd:e08000017/mtw:e05010742,country:gb/country:eng/mtd:e08000017,Q56653617
Sprotbrough Ward,E05010743,country:gb/country:eng/mtd:e08000017/mtw:e05010743,country:gb/country:eng/mtd:e08000017,Q56653618
Stainforth & Barnby Dun Ward,E05010744,country:gb/country:eng/mtd:e08000017/mtw:e05010744,country:gb/country:eng/mtd:e08000017,Q56653619
Thorne & Moorends Ward,E05010745,country:gb/country:eng/mtd:e08000017/mtw:e05010745,country:gb/country:eng/mtd:e08000017,Q56653620
Tickhill & Wadsworth Ward,E05010746,country:gb/country:eng/mtd:e08000017/mtw:e05010746,country:gb/country:eng/mtd:e08000017,Q56653621
Town Ward,E05010747,country:gb/country:eng/mtd:e08000017/mtw:e05010747,country:gb/country:eng/mtd:e08000017,Q56653622
Wheatley Hills & Intake Ward,E05010748,country:gb/country:eng/mtd:e08000017/mtw:e05010748,country:gb/country:eng/mtd:e08000017,Q56653623
Boston Castle Ward,E05001019,country:gb/country:eng/mtd:e08000018/mtw:e05001019,country:gb/country:eng/mtd:e08000018,Q56653638
Brinsworth and Catcliffe Ward,E05001020,country:gb/country:eng/mtd:e08000018/mtw:e05001020,country:gb/country:eng/mtd:e08000018,Q56653557
Hellaby Ward,E05001022,country:gb/country:eng/mtd:e08000018/mtw:e05001022,country:gb/country:eng/mtd:e08000018,Q56653559
Holderness Ward,E05001023,country:gb/country:eng/mtd:e08000018/mtw:e05001023,country:gb/country:eng/mtd:e08000018,Q56653560
Hoober Ward,E05001024,country:gb/country:eng/mtd:e08000018/mtw:e05001024,country:gb/country:eng/mtd:e08000018,Q56653561
Keppel Ward,E05001025,country:gb/country:eng/mtd:e08000018/mtw:e05001025,country:gb/country:eng/mtd:e08000018,Q56653562
Maltby Ward,E05001026,country:gb/country:eng/mtd:e08000018/mtw:e05001026,country:gb/country:eng/mtd:e08000018,Q56653563
Rawmarsh Ward,E05001027,country:gb/country:eng/mtd:e08000018/mtw:e05001027,country:gb/country:eng/mtd:e08000018,Q56653564
Rother Vale Ward,E05001028,country:gb/country:eng/mtd:e08000018/mtw:e05001028,country:gb/country:eng/mtd:e08000018,Q56653566
Rotherham East Ward,E05001029,country:gb/country:eng/mtd:e08000018/mtw:e05001029,country:gb/country:eng/mtd:e08000018,Q56653567
Rotherham West Ward,E05001030,country:gb/country:eng/mtd:e08000018/mtw:e05001030,country:gb/country:eng/mtd:e08000018,Q56653568
Silverwood Ward,E05001031,country:gb/country:eng/mtd:e08000018/mtw:e05001031,country:gb/country:eng/mtd:e08000018,Q56653569
Sitwell Ward,E05001032,country:gb/country:eng/mtd:e08000018/mtw:e05001032,country:gb/country:eng/mtd:e08000018,Q56653570
Swinton Ward,E05001033,country:gb/country:eng/mtd:e08000018/mtw:e05001033,country:gb/country:eng/mtd:e08000018,Q56653571
Valley Ward,E05001034,country:gb/country:eng/mtd:e08000018/mtw:e05001034,country:gb/country:eng/mtd:e08000018,Q56653572
Wales Ward,E05001035,country:gb/country:eng/mtd:e08000018/mtw:e05001035,country:gb/country:eng/mtd:e08000018,Q56653573
Wath Ward,E05001036,country:gb/country:eng/mtd:e08000018/mtw:e05001036,country:gb/country:eng/mtd:e08000018,Q56653574
Wickersley Ward,E05001037,country:gb/country:eng/mtd:e08000018/mtw:e05001037,country:gb/country:eng/mtd:e08000018,Q56653576
Wingfield Ward,E05001038,country:gb/country:eng/mtd:e08000018/mtw:e05001038,country:gb/country:eng/mtd:e08000018,Q56653577
Anston and Woodsetts Ward,E05008935,country:gb/country:eng/mtd:e08000018/mtw:e05008935,country:gb/country:eng/mtd:e08000018,Q56653556
Dinnington Ward,E05008936,country:gb/country:eng/mtd:e08000018/mtw:e05008936,country:gb/country:eng/mtd:e08000018,Q56653558
Beauchief & Greenhill Ward,E05010857,country:gb/country:eng/mtd:e08000019/mtw:e05010857,country:gb/country:eng/mtd:e08000019,Q4877430
Beighton Ward,E05010858,country:gb/country:eng/mtd:e08000019/mtw:e05010858,country:gb/country:eng/mtd:e08000019,Q3637500
Birley Ward,E05010859,country:gb/country:eng/mtd:e08000019/mtw:e05010859,country:gb/country:eng/mtd:e08000019,Q4916548
Broomhill & Sharrow Vale Ward,E05010860,country:gb/country:eng/mtd:e08000019/mtw:e05010860,country:gb/country:eng/mtd:e08000019,Q4975325
Burngreave Ward,E05010861,country:gb/country:eng/mtd:e08000019/mtw:e05010861,country:gb/country:eng/mtd:e08000019,Q4999721
City Ward,E05010862,country:gb/country:eng/mtd:e08000019/mtw:e05010862,country:gb/country:eng/mtd:e08000019,Q56598007
Crookes & Crosspool Ward,E05010863,country:gb/country:eng/mtd:e08000019/mtw:e05010863,country:gb/country:eng/mtd:e08000019,Q56660357
Darnall Ward,E05010864,country:gb/country:eng/mtd:e08000019/mtw:e05010864,country:gb/country:eng/mtd:e08000019,Q5224094
Dore & Totley Ward,E05010865,country:gb/country:eng/mtd:e08000019/mtw:e05010865,country:gb/country:eng/mtd:e08000019,Q5297646
East Ecclesfield Ward,E05010866,country:gb/country:eng/mtd:e08000019/mtw:e05010866,country:gb/country:eng/mtd:e08000019,Q5328269
Ecclesall Ward,E05010867,country:gb/country:eng/mtd:e08000019/mtw:e05010867,country:gb/country:eng/mtd:e08000019,Q5332213
Firth Park Ward,E05010868,country:gb/country:eng/mtd:e08000019/mtw:e05010868,country:gb/country:eng/mtd:e08000019,Q5454304
Fulwood Ward,E05010869,country:gb/country:eng/mtd:e08000019/mtw:e05010869,country:gb/country:eng/mtd:e08000019,Q5508521
Gleadless Valley Ward,E05010870,country:gb/country:eng/mtd:e08000019/mtw:e05010870,country:gb/country:eng/mtd:e08000019,Q5567374
Graves Park Ward,E05010871,country:gb/country:eng/mtd:e08000019/mtw:e05010871,country:gb/country:eng/mtd:e08000019,Q5597900
Hillsborough Ward,E05010872,country:gb/country:eng/mtd:e08000019/mtw:e05010872,country:gb/country:eng/mtd:e08000019,Q15224083
Manor Castle Ward,E05010873,country:gb/country:eng/mtd:e08000019/mtw:e05010873,country:gb/country:eng/mtd:e08000019,Q6751303
Mosborough Ward,E05010874,country:gb/country:eng/mtd:e08000019/mtw:e05010874,country:gb/country:eng/mtd:e08000019,Q3865996
Nether Edge & Sharrow Ward,E05010875,country:gb/country:eng/mtd:e08000019/mtw:e05010875,country:gb/country:eng/mtd:e08000019,Q6998964
Park & Arbourthorne Ward,E05010876,country:gb/country:eng/mtd:e08000019/mtw:e05010876,country:gb/country:eng/mtd:e08000019,Q4784925
Richmond Ward,E05010877,country:gb/country:eng/mtd:e08000019/mtw:e05010877,country:gb/country:eng/mtd:e08000019,Q56660370
Shiregreen & Brightside Ward,E05010878,country:gb/country:eng/mtd:e08000019/mtw:e05010878,country:gb/country:eng/mtd:e08000019,Q7498541
Southey Ward,E05010879,country:gb/country:eng/mtd:e08000019/mtw:e05010879,country:gb/country:eng/mtd:e08000019,Q7570759
Stannington Ward,E05010880,country:gb/country:eng/mtd:e08000019/mtw:e05010880,country:gb/country:eng/mtd:e08000019,Q7600131
Stocksbridge & Upper Don Ward,E05010881,country:gb/country:eng/mtd:e08000019/mtw:e05010881,country:gb/country:eng/mtd:e08000019,Q7618194
Walkley Ward,E05010882,country:gb/country:eng/mtd:e08000019/mtw:e05010882,country:gb/country:eng/mtd:e08000019,Q7962549
West Ecclesfield Ward,E05010883,country:gb/country:eng/mtd:e08000019/mtw:e05010883,country:gb/country:eng/mtd:e08000019,Q7985009
Woodhouse Ward,E05010884,country:gb/country:eng/mtd:e08000019/mtw:e05010884,country:gb/country:eng/mtd:e08000019,Q8032746
Arthur's Hill Ward,E05011436,country:gb/country:eng/mtd:e08000021/mtw:e05011436,country:gb/country:eng/mtd:e08000021,Q56653956
Benwell & Scotswood Ward,E05011437,country:gb/country:eng/mtd:e08000021/mtw:e05011437,country:gb/country:eng/mtd:e08000021,Q4890714
Blakelaw Ward,E05011438,country:gb/country:eng/mtd:e08000021/mtw:e05011438,country:gb/country:eng/mtd:e08000021,Q4924568
Byker Ward,E05011439,country:gb/country:eng/mtd:e08000021/mtw:e05011439,country:gb/country:eng/mtd:e08000021,Q5004102
Callerton & Throckley Ward,E05011440,country:gb/country:eng/mtd:e08000021/mtw:e05011440,country:gb/country:eng/mtd:e08000021,Q56653957
Castle Ward,E05011441,country:gb/country:eng/mtd:e08000021/mtw:e05011441,country:gb/country:eng/mtd:e08000021,Q5049961
Chapel Ward,E05011442,country:gb/country:eng/mtd:e08000021/mtw:e05011442,country:gb/country:eng/mtd:e08000021,Q56653958
Dene & South Gosforth Ward,E05011443,country:gb/country:eng/mtd:e08000021/mtw:e05011443,country:gb/country:eng/mtd:e08000021,Q56653959
Denton & Westerhope Ward,E05011444,country:gb/country:eng/mtd:e08000021/mtw:e05011444,country:gb/country:eng/mtd:e08000021,Q56653960
Elswick Ward,E05011445,country:gb/country:eng/mtd:e08000021/mtw:e05011445,country:gb/country:eng/mtd:e08000021,Q5367771
Fawdon & West Gosforth Ward,E05011446,country:gb/country:eng/mtd:e08000021/mtw:e05011446,country:gb/country:eng/mtd:e08000021,Q56653961
